"","Date.Of.Stop","Time.Of.Stop","Agency","SubAgency","Description","Location","Latitude","Longitude","Accident","Belts","Personal.Injury","Property.Damage","Fatal","Commercial.License","HAZMAT","Commercial.Vehicle","Alcohol","Work.Zone","State","VehicleType","Year","Make","Model","Color","Violation.Type","Charge","Article","Contributed.To.Accident","Race","Gender","Driver.City","Driver.State","DL.State","Arrest.Type","Geolocation","State2"
"98090","10/19/2015","23:56:00","MCP","Headquarters and Special Operations","UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE","NEWELL STREET @ EASTERN AVE",38.986155,-77.0286366666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2006,"TOYOTA","SCION","SILVER","Citation","13-703(g)","Transportation Article","No","BLACK","M","FREDERICK","MD","MD","A - Marked Patrol","(38.986155, -77.0286366666667)","Alabama"
"112065","06/16/2014","12:53:00","MCP","5th district, Germantown","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","NORMANDY CROSSING DR @ LONGMEAD CROSSING",39.1051633333333,-77.05468,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"HYUNDAI","ACCENT","GREEN, LGT","Citation","13-409(b)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","A - Marked Patrol","(39.1051633333333, -77.05468)","Alabama"
"116392","01/04/2013","18:47:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","ROCKVILLE PIKE/ALTA VISTA",39.0127830166667,-77.0990029333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"HONDA","ACCORD","SILVER","Citation","13-411(f)","Transportation Article","No","WHITE","M","BETHESDA","MD","MD","A - Marked Patrol","(39.0127830166667, -77.0990029333333)","Alabama"
"119222","11/09/2014","22:51:00","MCP","5th district, Germantown","FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE","HENDERSON CORNER @ SENECA CROSSING",39.2039766666667,-77.24481,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"TOYOTA","VAN","WHITE","Citation","22-412.2(d)","Transportation Article","No","BLACK","F","PINSON","AL","AL","A - Marked Patrol","(39.2039766666667, -77.24481)","Alabama"
"121532","10/09/2014","09:20:00","MCP","4th district, Wheaton","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS","2500 BLK BEL PRE RD",39.09028,-77.05242,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"RANGE ROVER","SUV","BLUE, DARK","Citation","13-411(c1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.09028, -77.05242)","Alabama"
"132801","04/24/2014","19:19:00","MCP","Headquarters and Special Operations","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","ELM ST & ARLINGTON RD",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"DODG","CHARGER","WHITE","Citation","21-202(h1)","Transportation Article","No","BLACK","F","HYATTSVILLE","MD","MD","M - Marked (Off-Duty)","","Alabama"
"137837","06/11/2012","08:22:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","POOKS HILL RD AT LINDEN AV",39.0135984166667,-77.1061867,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1995,"ACUR G","4D","GREEN, LGT","Citation","21-201(a1)","Transportation Article","No","WHITE","M","BETHESDA","MD","MD","A - Marked Patrol","(39.0135984166667, -77.1061867)","Alabama"
"140569","02/21/2014","22:07:00","MCP","3rd district, Silver Spring","VIOLATING LIC. RESTRICTION","PINEY BRANCH/ NEW HAMPSHIRE",39.0013733333333,-76.9838666666667,"No","No","No","No","No","No","No","No","No","No","AB","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","16-113(h)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0013733333333, -76.9838666666667)","Alabama"
"140758","10/17/2014","09:45:00","MCP","4th district, Wheaton","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","W/B 495 @ 270",39.0252333333333,-77.10863,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2008,"SUZUKI","VITARA","GRAY","Citation","21-1124.2(d2)","Transportation Article","No","BLACK","F","HUNTSVILLE","AL","AL","A - Marked Patrol","(39.0252333333333, -77.10863)","Alabama"
"141002","02/21/2014","22:07:00","MCP","3rd district, Silver Spring","HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT","PINEY BRANCH/ NEW HAMPSHIRE",39.0013733333333,-76.9838666666667,"No","No","No","No","No","No","No","No","No","No","AB","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","16-105(b2)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0013733333333, -76.9838666666667)","Alabama"
"141315","02/25/2013","23:09:00","MCP","5th district, Germantown","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","19700 FREDERICK RD",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","EXPLORER","WHITE","Citation","16-101(a)","Transportation Article","No","BLACK","M","SILVER SPRINIG","MD","MD","B - Unmarked Patrol","","Alabama"
"141434","02/21/2014","22:07:00","MCP","3rd district, Silver Spring","HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION","PINEY BRANCH/ NEW HAMPSHIRE",39.0013733333333,-76.9838666666667,"No","No","No","No","No","No","No","No","No","No","AB","02 - Automobile",2000,"HONDA","CIVIC","SILVER","Citation","16-105(b1)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0013733333333, -76.9838666666667)","Alabama"
"141750","02/25/2013","23:09:00","MCP","5th district, Germantown","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","19700 FREDERICK RD",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","EXPLORER","WHITE","Citation","13-401(b)","Transportation Article","No","BLACK","M","SILVER SPRINIG","MD","MD","B - Unmarked Patrol","","Alabama"
"142181","02/25/2013","23:09:00","MCP","5th district, Germantown","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","19700 FREDERICK RD",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","EXPLORER","WHITE","Citation","13-411(f)","Transportation Article","No","BLACK","M","SILVER SPRINIG","MD","MD","B - Unmarked Patrol","","Alabama"
"142609","02/25/2013","23:09:00","MCP","5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","19700 FREDERICK RD",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"FORD","EXPLORER","WHITE","Citation","21-901.1(b)","Transportation Article","No","BLACK","M","SILVER SPRINIG","MD","MD","B - Unmarked Patrol","","Alabama"
"152740","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","16-112(c)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"153144","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","16-303(f)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"153550","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","16-303(h)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"153953","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","16-101(a)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"154356","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","13-409(b)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"154757","07/10/2015","23:15:00","MCP","3rd district, Silver Spring","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT","UNIVERSITY BLVD W  @  COLESVILLE RD",39.0199533333333,-77.0134216666667,"No","Yes","No","Yes","No","No","No","No","No","No","AL","02 - Automobile",2010,"DODGE","CHALLENGER","PURPLE","Citation","21-310(a)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","AL","A - Marked Patrol","(39.0199533333333, -77.0134216666667)","Alabama"
"159622","01/01/2016","01:20:00","MCP","1st district, Rockville","DISPLAYING  REG. PLATE ISSUED FOR OTHER VEHICLE / TO OTHER PERSON","S RT 270 / RAMP 495",39.023325,-77.1075,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1996,"HONDA","ACCORD","GREEN, DK","Citation","13-411(g)","Transportation Article","No","BLACK","M","GREENBELT","MD","MD","A - Marked Patrol","(39.023325, -77.1075)","Alabama"
"160022","01/01/2016","01:20:00","MCP","1st district, Rockville","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","S RT 270 / RAMP 495",39.023325,-77.1075,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1996,"HONDA","ACCORD","GREEN, DK","Citation","21-1124.2(d2)","Transportation Article","No","BLACK","M","GREENBELT","MD","MD","A - Marked Patrol","(39.023325, -77.1075)","Alabama"
"161354","04/21/2014","09:40:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK","S/B WISCONSIN AVENUE @ STANFORD STREET",38.97638,-77.09058,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2000,"MAZDA","PROTEGE","RED","Citation","21-502(a2)","Transportation Article","No","WHITE","M","HUNTSVILLE","AL","AL","A - Marked Patrol","(38.97638, -77.09058)","Alabama"
"162579","09/14/2013","20:04:00","MCP","4th district, Wheaton","DRIVING VEH. WHILE IMPAIRED BY DRUGS OR ALCOHOL OR ALCOHOL AND DRUGS","GOOD HOPE RD & NEW HAMPSHIRE AVE",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","28 - Other",2007,"JEEP","COMPASS","TAN","Citation","21-902(c1)","Transportation Article","Yes","WHITE","M","COLUMBIA","MD","MD","A - Marked Patrol","","Alabama"
"162973","09/14/2013","20:04:00","MCP","4th district, Wheaton","DRIVING VEH. WHILE IMPAIRED BY CONTROLLED DANGEROUS SUBSTANCE","GOOD HOPE RD & NEW HAMPSHIRE AVE",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","28 - Other",2007,"JEEP","COMPASS","TAN","Citation","21-902(d1)","Transportation Article","Yes","WHITE","M","COLUMBIA","MD","MD","A - Marked Patrol","","Alabama"
"163367","09/14/2013","20:04:00","MCP","4th district, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","GOOD HOPE RD & NEW HAMPSHIRE AVE",NA,NA,"No","No","No","No","No","No","No","No","No","No","AL","28 - Other",2007,"JEEP","COMPASS","TAN","Citation","21-201(a1)","Transportation Article","Yes","WHITE","M","COLUMBIA","MD","MD","A - Marked Patrol","","Alabama"
"164388","05/26/2012","08:41:00","MCP","2nd district, Bethesda","PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT","BETHESDA AVE AT WOODMONT AVE",38.9809627666667,-77.09386565,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"TOYOTA","COROLLA","BLACK","Citation","22-412.3(c)","Transportation Article","No","HISPANIC","M","SUMMIT","IL","IL","A - Marked Patrol","(38.9809627666667, -77.09386565)","Alabama"
"164431","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-301(a)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"164776","05/26/2012","08:48:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","BETHESDA AVE AT WOODMONT AVE",38.9809560666667,-77.0938880666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"TOYOTA","COROLLA","BLACK","Citation","13-411(f)","Transportation Article","No","WHITE","M","OMAHA","NE","NE","A - Marked Patrol","(38.9809560666667, -77.0938880666667)","Alabama"
"164819","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","DRIVER CHANGING LANES WHEN UNSAFE","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-309(b)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"165206","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-901.1(a)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"165591","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-901.1(b)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"165978","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","OPERATOR NOT RESTRAINED BY SEATBELT","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","22-412.3(b)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"166359","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-801(a)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"166743","08/27/2013","10:33:00","MCP","3rd district, Silver Spring","UNSAFE BACKING OF MOTOR VEH.","400 BLK UNIVERSITY BLVD E",39.0076732166667,-76.9984775166667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"FORD","FOCUS","RED","Citation","21-1102(a)","Transportation Article","No","BLACK","F","LANHAM","MD","MD","A - Marked Patrol","(39.0076732166667, -76.9984775166667)","Alabama"
"168558","03/17/2015","21:49:00","MCP","1st district, Rockville","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","270@EXIT 6",39.0780283333333,-77.16904,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"PONT","G6","SILVER","Citation","13-401(b1)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.0780283333333, -77.16904)","Alabama"
"168940","03/17/2015","21:49:00","MCP","1st district, Rockville","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","270@EXIT 6",39.0780283333333,-77.16904,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"PONT","G6","SILVER","Citation","21-801(a)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.0780283333333, -77.16904)","Alabama"
"169320","03/17/2015","21:49:00","MCP","1st district, Rockville","EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 55 MPH ZONE","270@EXIT 6",39.0780283333333,-77.16904,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"PONT","G6","SILVER","Citation","21-801.1","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.0780283333333, -77.16904)","Alabama"
"169699","03/17/2015","21:49:00","MCP","1st district, Rockville","KNOWINGLY DRIVING UNINSURED VEHICLE","270@EXIT 6",39.0780283333333,-77.16904,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"PONT","G6","SILVER","Citation","17-107","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.0780283333333, -77.16904)","Alabama"
"170073","03/17/2015","21:49:00","MCP","1st district, Rockville","UNAUTHORIZED USE OF CLASS 1A DEALER REG. PLATE","270@EXIT 6",39.0780283333333,-77.16904,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"PONT","G6","SILVER","Citation","13-940(c)","Transportation Article","No","BLACK","M","GAITHERSBURG","MD","MD","A - Marked Patrol","(39.0780283333333, -77.16904)","Alabama"
"174851","10/17/2014","11:03:00","MCP","4th district, Wheaton","EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE","GEORGIA AVE /EVANS DR",39.02682,-77.0467466666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBU","LEGACY","SILVER","Citation","21-801.1","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","Q - Marked Laser","(39.02682, -77.0467466666667)","Alabama"
"175419","09/07/2012","21:52:00","MCP","5th district, Germantown","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","GERMANTOWN RD AND I-270 NB RAMP",39.1857534333333,-77.2534776,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"NISSAN","MAXIMA","BLACK","Citation","16-112(c)","Transportation Article","No","BLACK","M","GERMANTOWN","MD","MD","A - Marked Patrol","(39.1857534333333, -77.2534776)","Alabama"
"180482","11/15/2013","09:00:00","MCP","6th district, Gaithersburg / Montgomery Village","PARKING UNREGISTERED MOTOR VEHICLE","APPLERIDGE @ TORREY POND",39.1498466666667,-77.2345583333333,"No","No","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2005,"FORD","PICK UP","GRAY","Citation","13-402(a2)","Transportation Article","No","BLACK","M","GERMANTOWN","MD","MD","A - Marked Patrol","(39.1498466666667, -77.2345583333333)","Alabama"
"180601","01/12/2016","13:02:00","MCP","5th district, Germantown","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE","NB 270 FROM SHADY GROVE RD TO 124",39.1586083333333,-77.2284783333333,"No","No","No","No","No","Yes","No","No","No","No","AL","28 - Other",2016,"FORD","SW","WHITE","Citation","21-801.1","Transportation Article","No","BLACK","M","FT WASHINGTON","MD","MD","A - Marked Patrol","(39.1586083333333, -77.2284783333333)","Alabama"
